,par_id,art_id,keyword,country,label,orig_label,label_class,len_text,unbalanced_power,shallow_solution,presupposition,authority_voice,metaphor,compassion,the_poorer_merrier,text
8257,8258,@@3317664,poor-families,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",77,0,0,0,0,0,0,0,New US reality show accused of exploiting poor families with $100k cash trick
5856,5857,@@23280862,refugee,sg,0,1,"[0, 0, 0, 0, 0, 0, 0]",233,0,0,0,0,0,0,0,"Migration , an issue that has vexed Germany since its 2015 refugee crisis , has proven fertile ground for other directors at the festival , where they present movies looking at refugees ' stories of escape , arrival and integration ."
4163,4164,@@9200488,refugee,ca,0,1,"[0, 0, 0, 0, 0, 0, 0]",364,0,0,0,0,0,0,0,"At least 12,000 refugees are living in squalid conditions in a makeshift camp near Idomeni , a village in northern Greece . They came hoping to be able to cross the nearby border to Macedonia and continue on to northern Europe . But that border is now closed , leaving the refugees here struggling with the uncertainty of what might come next . ( Ellen Mauro/CBC )"
5291,5292,@@4648739,migrant,jm,0,0,"[0, 0, 0, 0, 0, 0, 0]",195,0,0,0,0,0,0,0,"Fees for family-based and fianc ? ( e ) immigrant visas will increase , while fees for employment-related immigrant visas will decrease . Fees for the Visitors ' Visa ( B1/B2 ) have not changed ."
2409,2410,@@23613801,homeless,pk,0,1,"[0, 0, 0, 0, 0, 0, 0]",561,0,0,0,0,0,0,0,"""On his website , Problems of Perception , Swan talks about how he used to work for one of the biggest corporations in the world until he realised he was not helping humanity . Poverty in America was what struck him . """" I travelled extensively and though I love America very much , I was shocked and changed by the poverty I saw there , """" he says . """" I started going out onto the streets in the evenings and weekends to try and help the homeless , and this eventually lead me to the places and experiences that have completely transformed my life since . """""""
1366,1367,@@7751999,poor-families,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",557,0,0,0,0,0,0,0,"""15:22 -- """" The issue of free education at the lower level has been done """" Zuma declares . """" The reason why Nsfas has grown in size is to address the fact of those students coming frmo low , poor families at tertiary level ... the issue of free education is one of the terms of reference that the education task team must deal with . How free must the education be ? Must the child of the president 's education be free at the expense of those who earn nothing ? """" Zuma making solid points on bursaries and the place they play in the education sphere ."""
4453,4454,@@3597435,in-need,us,0,1,"[0, 0, 0, 0, 0, 0, 0]",246,0,0,0,0,0,0,0,"To ensure underserved kids get the attention and the care they need , Haven partnered with the New York Foundling , a group that supports children in the foster care system , and families struggling with instability , among other groups in need ."
5472,5473,@@3208847,migrant,ph,0,0,"[0, 0, 0, 0, 0, 0, 0]",221,0,0,0,0,0,0,0,"If confirmed , the disaster would be one of the worst seen during the decades-long migrant crisis in the southern Mediterranean and would bring the total number of dead since the beginning of the year to more than 1,500 ."
10307,10308,@@7931739,disabled,za,0,0,"[0, 0, 0, 0, 0, 0, 0]",526,0,0,0,0,0,0,0,"After you applyWhen applying for either SSI or SSDI , the Social Security Administration will review your application and supporting documents and make a decision as to whether or not you qualify as disabled , and if you do , whether or not you 're eligible for that particular benefit program . The SSA will inform you of its decision in writing , and the letter it sends will show your new benefit information , or if you are ineligible , there will be information about how to appeal if you do n't agree with the decision ."
3755,3756,@@1870367,hopeless,ng,0,1,"[0, 0, 0, 0, 0, 0, 0]",560,0,0,0,0,0,0,0,"As African immigrants work relentlessly to pass down their culture to their children in the Diaspora , they recognize the existence of a significant clash between their home culture and the new one . The seemingly significant difference seems to frustrate many sometimes . In any case , the American culture and law , favorable to women as many may claim , seem to paralyze the African males , particularly the Nigerian men , to the degree of total submission and hopelessness . Indeed , it 's clash of cultures many men and women are unprepared to deal with ."
1110,1111,@@7966886,migrant,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",245,0,0,0,0,0,0,0,""""""" The Ministry of Interior is responsible for fighting against trafficking when it does occur . The Ministry of Justice is responsible for the laws . And the Ministry of Labor works with other relevant ministries regarding immigrant work . """""""
4181,4182,@@16043278,immigrant,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",428,0,0,0,0,0,0,0,"Although each of these incidents has its unique backdrop and perpetrator , taken together they encapsulate the major disturbing trends that have spread global fear and loathing this year - shocking strikes fanned either directly or indirectly by the Islamic State in Iraq and Syria ( ISIS ) , unimpeded atrocities in the war zones of Syria and Iraq , and reactionary right-wing populism and anti-immigrant politics in the West ."
4408,4409,@@14896350,poor-families,au,0,1,"[0, 0, 0, 0, 0, 0, 0]",449,0,0,0,0,0,0,0,"The great poverty engines of our time are environmental degradation , war and inequality . War sucks up funds that could be spent on schools , mental health programs and support for poor families and their children . The degradation of the environment will deprive millions of water , food and a world to live in . Inequality allows the wealthy to profit from the despoiling of the world , to endorse wars and to avoid meeting the eyes of the poor ."
248,249,@@22546584,homeless,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",369,0,0,0,0,0,0,0,"Another collective sale leads the region 's real estate headlines again today as Asia gets back to work after the western holiday season , with the owners of a housing development hoping to bring in S$355 million to be homeless . Meanwhile , Guangzhou R&amp;F is the latest mainland giant to report encouraging sales numbers and there 's much more if you just read on ."
7748,7749,@@25973849,in-need,sg,0,0,"[0, 0, 0, 0, 0, 0, 0]",467,0,0,0,0,0,0,0,""""""" I think governments should take cognisance of these commissions like these as they are of great importance . These are statutory bodies which need to be in place . At no point of time , people in need should be left in the lurch and are left with a reply like ' we do not have a chairperson so we can not help you ' . These commissions are not like any other boards or corporations and every vacancy needs to be addressed the moment it arises , """" she told TNM ."""
8512,8513,@@594188,immigrant,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",237,0,0,0,0,0,0,0,"The Press Council of Australia recommends that the media not use the terms ' ' illegal immigrants ' ' or ' ' illegals ' ' , saying they would could ' ' reasonably be interpreted as implying criminality or other serious misbehaviour ' ' ."
9596,9597,@@16777283,vulnerable,us,0,0,"[0, 0, 0, 0, 0, 0, 0]",168,0,0,0,0,0,0,0,"An attacker within nearby range of a vulnerable device could trick the app into accepting their certificate , allowing them to siphon off any data to and from the app ."
1780,1781,@@17146573,women,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",342,0,0,0,0,0,0,0,"As for women , Wong said the infection is mostly asymptomatic and takes months or years to develop into the serious complications of pelvic inflammatory disease that could lead to adhesion and infertility . Some may experience abdominal pain in later stages . Wong said the infertility is irreversible as the fallopian tube has been blocked ."
1335,1336,@@3308608,women,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",138,0,0,0,0,0,0,0,"Like the author of this article ... I 'd be more likely to sign a petition on a big issue that supports women , not an easy populist one ."
9193,9194,@@18326947,immigrant,nz,0,0,"[0, 0, 0, 0, 0, 0, 0]",663,0,0,0,0,0,0,0,"""Other parties chipped in , but it all felt much more like jumping on a populist bandwagon that has currency all over the world right now , than seriously trying to advance the best interests of New Zealand . Donald Trump made hay in America with a promise to build a ' big , beautiful ' wall to keep those """" bad """" Mexicans out . Marine Le Pen took a similar ' immigrants are very bad for France ' line in the French presidential election , and negative feelings about immigration were seen to be a powerful driver behind the Brexit vote in the United Kingdom . Anti-immigration feelings are easy to whip up . It would be nice to see more considered analysis ."""
712,713,@@15295854,migrant,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",259,0,0,0,0,0,0,0,"A whimsical businessman who has threatened a trade war with China , to sack US Federal Reserve chairwoman Janet Yellen , deport 5 million illegal immigrants and withdraw from key military alliances in Asia and Europe is now the next leader of the free world ."
3325,3326,@@16288554,refugee,bd,0,0,"[0, 0, 0, 0, 0, 0, 0]",66,0,0,0,0,0,0,0,But Absar claimed he has not been taking money from the refugees .
2763,2764,@@3576197,refugee,ca,0,0,"[0, 0, 0, 0, 0, 0, 0]",237,0,0,0,0,0,0,0,""""""" I think it 's possible to do a large-scale operation of assisting refugees that ( also ) has a thorough screening component for security reasons , if there was enough political will to do so . I think both can be done , """" he said ."""
9165,9166,@@25805390,homeless,ke,0,0,"[0, 0, 0, 0, 0, 0, 0]",166,0,0,0,0,0,0,0,"The operation went smoothly and security was tight . But residents were homeless , distraught and said the notice given on July 3 to vacate by July 16 was too short ."
809,810,@@20281048,in-need,in,0,0,"[0, 0, 0, 0, 0, 0, 0]",188,0,0,0,0,0,0,0,"Q. How much shift Tanzania had witnessed in pulses export , Major policy thanks believe that pulses are cheaper in nature from meat and good in satisfying protein needs , what do you say ?"
8202,8203,@@13923876,immigrant,au,0,0,"[0, 0, 0, 0, 0, 0, 0]",196,0,0,0,0,0,0,0,"In short , ban contract labour and champion the rights of immigrants . Instead of blaming low wages on them we can place the blame where it really lies : with exploitative agencies and employers ."
3592,3593,@@17047599,migrant,hk,0,0,"[0, 0, 0, 0, 0, 0, 0]",193,0,0,0,0,0,0,0,"For example , Hispanics , who make up the majority of migrants , are both younger than the US median and participate in the labor force at a higher rate , according to the Pew Research Center ."
724,725,@@22007166,refugee,my,0,0,"[0, 0, 0, 0, 0, 0, 0]",423,0,0,0,0,0,0,0,"Since Aug 25 , when the military launched its latest campaign in response to a localised terrorist attack , the world has watched in horror as at least 500,000 Rohingya joined the 300,000 already in Bangladesh refugee camps in what the UN High Commissioner for Refugees has called a textbook case of ethnic cleansing . In forcing roughly half the Rohingya population from their homes , it is hard to call it anything else ."
9610,9611,@@8735013,poor-families,nz,0,1,"[0, 0, 0, 0, 0, 0, 0]",395,0,0,0,0,0,0,0,"Many poor families fall short of the 60% poverty threshold by $150-$300 per week , depending on the number of children and their housing costs . This is a large gap . It is no wonder , therefore , that many parents struggle to feed their children , heat their homes , buy sufficient clothes or cover their travel costs , let alone pay for school trips , birthday parties or sporting activities ."
7805,7806,@@9787447,migrant,pk,0,0,"[0, 0, 0, 0, 0, 0, 0]",343,0,0,0,0,0,0,0,"Opposition leader said that the Afghan immigrants present in Pakistan must return to their country . Responding a query , he said PPP Chairman Bilawal Bhutto Zardari would lay bare all his assets , once he is elected member of the Parliament . Service tenure of Chief of Army Staff ( CoAS ) General Raheel Sharif is an internal issue he said ."
